Start	Stop	Strand	Evidence_code	GeneName,GeneID,Contig
61476823	61477765	+	protein  	LOC100130280,100130280,NT_022184.15
61644379	61644512	-	best	SNORA70B,100124537,NT_022184.15
61705069	61765418	-	best	XPO1,7514,NT_022184.15
61816628	61816798	-	best	RPS29P10,100132037,NT_022184.15
61937206	61938113	-	protein  	LOC647077,647077,NT_022184.15
62030161	62030668	+	best	RPS24P7,100216342,NT_022184.15
62051983	62081278	-	best	FAM161A,84140,NT_022184.15
62083830	62084197	+	best	RPL31P30,729203,NT_022184.15
62085272	62093205	+	protein  	LOC100127901,100127901,NT_022184.15
62095262	62115791	-	best	CCT4,10575,NT_022184.15
62132803	62363205	+	best	COMMD1,150684,NT_022184.15
62373432	62374461	+	best	RPSAP26,729209,NT_022184.15
62423262	62451866	+	best	B3GNT2,10678,NT_022184.15
62576080	62592334	-	protein  	LOC100130512,100130512,NT_022184.15
62727356	62733604	-	best	TMEM17,200728,NT_022184.15
62734677	62734958	-	best	RPL37P13,100271018,NT_022184.15
62759722	62760234	-	best	RPL21P37,100129141,NT_022184.15
62779475	62780048	-	protein  	LOC100287103,100287103,NT_022184.15
62780115	62788558	-	protein identical N	LOC100129162,100129162,NT_022184.15
62901013	63273622	+	best	EHBP1,23301,NT_022184.15
63167008	63167457	+	best	RPS20P9,100271080,NT_022184.15
63271057	63274846	-	best	LOC100132215,100132215,NT_022184.15
63277965	63284314	+	best	OTX1,5013,NT_022184.15
63335231	63335564	-	best	RPL27P5,100270969,NT_022184.15
63344986	63346677	-	best	ELP1P,100169989,NT_022184.15
63348518	63815851	-	best	C2orf86,51057,NT_022184.15
63816122	63834328	+	best	MDH1,4190,NT_022184.15
63849182	63850159	-	best	LOC388955,388955,NT_022184.15
63869613	63870966	+	mRNA  	LOC100131592,100131592,NT_022184.15
63870332	63871202	-	best	RPS4P5,100271132,NT_022184.15
63911405	63911880	+	best	RPL27P6,647112,NT_022184.15
63978825	64062075	-	protein  	LOC391378,391378,NT_022184.15
64066315	64069318	-	mRNA  	FLJ36848,647115,NT_022184.15
64068098	64118696	+	best	UGP2,7360,NT_022184.15
64119667	64246214	-	best	VPS54,51542,NT_022184.15
64319786	64371605	-	best	PELI1,57162,NT_022184.15
64574389	64574879	-	best	RPL23AP37,130773,NT_022184.15
64681327	64688517	+	best	HSPC159,29094,NT_022184.15
64751465	64820139	+	best	AFTPH,54812,NT_022184.15
64858755	64881046	-	best	SERTAD2,9792,NT_022184.15
64868899	64873832	+	mRNA identical N	LOC730184,730184,NT_022184.15
64892705	64893257	+	best	RPS10P9,730187,NT_022184.15
65187142	65187750	-	best	RPL11P1,100133170,NT_022184.15
65215579	65250999	+	best	SLC1A4,6509,NT_022184.15
65283495	65314142	+	best	CEP68,23177,NT_022184.15
65298659	65302399	-	mRNA identical N	LOC100287235,100287235,NT_022184.15
65313988	65357435	-	best	RAB1A,5861,NT_022184.15
65432108	65433811	+	mRNA identical N	LOC729317,729317,NT_022184.15
65452469	65455079	-	mRNA  	LOC729324,729324,NT_022184.15
65454829	65498387	+	best	ACTR2,10097,NT_022184.15
65537985	65659656	-	best	SPRED2,200734,NT_022184.15
65571624	65593871	+	mRNA identical N	LOC100289180,100289180,NT_022184.15
65727847	65731767	-	protein  	LOC100129140,100129140,NT_022184.15
65738902	65739280	-	best	RPS15AP15,100130782,NT_022184.15
65836238	65861120	-	protein identical N	LOC100131818,100131818,NT_022184.15
65893562	65894928	+	best	KRT18P33,647162,NT_022184.15
66610438	66620174	+	mRNA  	LOC729348,729348,NT_022184.15
66653867	66661509	-	mRNA identical N	LOC730198,730198,NT_022184.15
66662532	66799891	+	best	MEIS1,4211,NT_022184.15
66922008	66923951	-	mRNA identical N	LOC100289292,100289292,NT_022184.15
67047013	67049760	-	best	DNMT3AP1,130802,NT_022184.15
67624442	67637533	+	best	ETAA1,54465,NT_022184.15
68250826	68258022	-	protein  	LOC402076,402076,NT_022184.15
68269332	68290159	-	best	C1D,10438,NT_022184.15
68316700	68352879	+	protein  	LOC100287361,100287361,NT_022184.15
68357281	68384656	-	best	WDR92,116143,NT_022184.15
68385005	68403091	+	best	PNO1,56902,NT_022184.15
68405989	68479651	-	best	PPP3R1,5534,NT_022184.15
68511303	68547183	-	best	CNRIP1,25927,NT_022184.15
68592322	68624585	+	best	PLEK,5341,NT_022184.15
68675037	68676304	-	protein  	LOC391383,391383,NT_022184.15
68689498	68694390	-	best	FBXO48,554251,NT_022184.15
68694691	68807294	+	best	APLF,200558,NT_022184.15
68872954	68882708	+	best	PROKR1,10887,NT_022184.15
68961968	69053965	+	best	ARHGAP25,9938,NT_022184.15
69092613	69098649	-	best	BMP10,27302,NT_022184.15
69101750	69159634	+	protein identical N	LOC100132413,100132413,NT_022184.15
69172364	69180102	-	best	GKN2,200504,NT_022184.15
69201705	69208112	+	best	GKN1,56287,NT_022184.15
69240276	69476459	+	best	ANTXR1,84168,NT_022184.15
69546905	69614382	-	best	GFPT1,2673,NT_022184.15
69623252	69664753	-	best	NFU1,27247,NT_022184.15
69685127	69870977	-	best	AAK1,22848,NT_022184.15
69747176	69747303	-	best	SNORA36C,100124535,NT_022184.15
69821821	69822218	-	best	RPL36AP16,100271327,NT_022184.15
69824463	69826086	+	protein  	LOC100128857,100128857,NT_022184.15
69969127	70053596	+	best	ANXA4,307,NT_022184.15
70056790	70072065	-	mRNA identical N	LOC100287475,100287475,NT_022184.15
70056818	70106727	+	best	GMCL1,64395,NT_022184.15
70121090	70132349	+	best	SNRNP27,11017,NT_022184.15
70142203	70170077	+	best	MXD1,4084,NT_022184.15
70187221	70189397	-	best	ASPRV1,151516,NT_022184.15
70314585	70316335	+	best	PCBP1,5093,NT_022184.15
70329621	70330218	+	best	MRPL36P1,285003,NT_022184.15
70351168	70352448	-	best	LOC100133985,100133985,NT_022184.15
70351168	70352449	+	mRNA identical N	LOC100289359,100289359,NT_022184.15
70377017	70418151	-	best	C2orf42,54980,NT_022184.15
70409875	70418091	+	mRNA identical N	LOC100287511,100287511,NT_022184.15
70426950	70429671	+	mRNA identical N	LOC100289431,100289431,NT_022184.15
70436576	70475779	-	best	TIA1,7072,NT_022184.15
70476123	70476193	-	tRNAscan-SE external N	TRNAG-CCC,100126533,NT_022184.15
70480810	70481187	-	best	RPL39P15,647236,NT_022184.15
70485231	70508317	+	best	PCYOX1,51449,NT_022184.15
70508510	70520869	-	best	SNRPG,6637,NT_022184.15
70523108	70529220	-	best	FAM136A,84908,NT_022184.15
70569227	70583050	+	protein  	LOC100128042,100128042,NT_022184.15
70674416	70781105	-	best	TGFA,7039,NT_022184.15
70889262	70995329	-	best	ADD2,119,NT_022184.15
71004442	71017775	-	best	FIGLA,344018,NT_022184.15
71028143	71030558	+	protein identical N	LOC100287582,100287582,NT_022184.15
71034018	71036408	+	mRNA identical N	LOC100289458,100289458,NT_022184.15
71035775	71047732	-	best	CLEC4F,165530,NT_022184.15
71057347	71062953	-	best	CD207,50489,NT_022184.15
71127720	71160576	+	best	VAX2,25806,NT_022184.15
71162998	71192561	+	best	ATP6V1B1,525,NT_022184.15
71205575	71212629	+	best	ANKRD53,79998,NT_022184.15
71213068	71222001	-	best	TEX261,113419,NT_022184.15
71221646	71230064	+	mRNA identical N	LOC100130138,100130138,NT_022184.15
71251205	71257061	+	best	OR7E91P,79315,NT_022184.15
71264751	71265895	+	best	OR7E46P,402077,NT_022184.15
71273488	71273560	-	best	TRNAE41P,100189527,NT_022184.15
71282522	71283168	+	best	OR7E62P,26479,NT_022184.15
71295408	71305771	+	best	NAGK,55577,NT_022184.15
71336806	71357394	-	best	MCEE,84693,NT_022184.15
71357444	71377230	+	best	MPHOSPH10,10199,NT_022184.15
71383049	71399923	-	protein  	LOC100128987,100128987,NT_022184.15
71409868	71454233	-	best	PAIP2B,400961,NT_022184.15
71558889	71662189	+	best	ZNF638,27332,NT_022184.15
71680753	71913893	+	best	DYSF,8291,NT_022184.15
72211307	72211564	-	best	RPS20P10,100271081,NT_022184.15
72356367	72374963	-	best	CYP26B1,56603,NT_022184.15
72406444	73053177	-	best	EXOC6B,23233,NT_022184.15
72515861	72516244	+	best	RPS15AP13,100128605,NT_022184.15
72920928	72922473	+	mRNA identical N	LOC100289520,100289520,NT_022184.15
73114512	73119289	+	best	SPR,6697,NT_022184.15
73144604	73162020	+	best	EMX1,2016,NT_022184.15
73169165	73298965	-	best	SFXN5,94097,NT_022184.15
73280258	73280455	+	protein identical N	LOC100289585,100289585,NT_022184.15
73300510	73340146	-	best	RAB11FIP5,26056,NT_022184.15
73429386	73438340	+	best	NOTO,344022,NT_022184.15
73441366	73454355	+	best	SMYD5,10322,NT_022184.15
73455134	73460356	-	best	C2orf7,84279,NT_022184.15
73461405	73480147	+	best	CCT7,10574,NT_022184.15
73481800	73498043	-	best	FBXO41,150726,NT_022184.15
73518057	73520673	-	best	EGR4,1961,NT_022184.15
73597079	73598091	+	best	RPSAP28,391387,NT_022184.15
73612886	73837046	+	best	ALMS1,7840,NT_022184.15
73645556	73646039	+	best	GNG5P4,100101933,NT_022184.15
73867850	73869537	-	best	NAT8,9027,NT_022184.15
73867998	73912699	+	best	ALMS1P,200420,NT_022184.15
73927636	73928467	-	best	NAT8B,51471,NT_022184.15
73956957	73964517	-	best	TPRKB,51002,NT_022184.15
73989325	74007284	-	best	DUSP11,8446,NT_022184.15
74011316	74044274	+	best	C2orf78,388960,NT_022184.15
74056086	74090011	+	best	STAMBP,10617,NT_022184.15
74120093	74146780	+	best	ACTG2,72,NT_022184.15
74153953	74186088	+	best	DGUOK,1716,NT_022184.15
74212730	74226990	-	mRNA identical N	LOC100287699,100287699,NT_022184.15
74273450	74335303	+	best	TET3,200424,NT_022184.15
74347492	74362521	+	mRNA  	LOC100131507,100131507,NT_022184.15
74362528	74375039	-	best	BOLA3,388962,NT_022184.15
74383211	74405995	-	best	MOBKL1B,55233,NT_022184.15
74425690	74442425	+	best	MTHFD2,10797,NT_022184.15
74443369	74570534	-	best	SLC4A5,57835,NT_022184.15
74571124	74577687	+	mRNA  	LOC100131156,100131156,NT_022184.15
74588282	74607475	-	best	DCTN1,1639,NT_022184.15
74592085	74607482	+	mRNA identical N	LOC100287788,100287788,NT_022184.15
74612845	74621008	+	best	LOC100189589,100189589,NT_022184.15
74641303	74644844	-	best	C2orf81,388963,NT_022184.15
74645222	74645569	-	protein identical N	LOC100130009,100130009,NT_022184.15
74648885	74652882	+	best	WDR54,84058,NT_022184.15
74652988	74669060	-	best	RTKN,6242,NT_022184.15
74682199	74685087	+	best	INO80B,83444,NT_022184.15
74685577	74688010	+	best	WBP1,23559,NT_022184.15
74688184	74692537	-	best	MOGS,7841,NT_022184.15
74699109	74699927	-	best	MRPL53,116540,NT_022184.15
74699959	74710357	-	best	CCDC142,84865,NT_022184.15
74710216	74721683	+	best	TTC31,64427,NT_022184.15
74724644	74730443	-	best	LBX2,85474,NT_022184.15
74729744	74732192	+	best	LOC151534,151534,NT_022184.15
74732170	74734821	-	best	PCGF1,84759,NT_022184.15
74741611	74743890	+	best	TLX2,3196,NT_022184.15
74745258	74753408	-	best	DQX1,165545,NT_022184.15
74753775	74756974	-	best	AUP1,550,NT_022184.15
74756532	74760683	+	best	HTRA2,27429,NT_022184.15
74759946	74781062	-	best	LOXL3,84695,NT_022184.15
74781860	74784663	+	best	DOK1,1796,NT_022184.15
74785010	74875164	-	best	C2orf65,130951,NT_022184.15
74881393	74909185	+	best	SEMA4F,10505,NT_022184.15
74981797	74981946	-	best	RPS28P5,100271121,NT_022184.15
75059782	75120481	+	best	HK2,3099,NT_022184.15
75185775	75196859	+	best	POLE4,56655,NT_022184.15
75273590	75426645	-	best	TACR1,6869,NT_022184.15
75719444	75796848	-	best	FAM176A,84141,NT_022184.15
75873909	75889334	+	best	MRPL19,9801,NT_022184.15
75874306	75878753	-	protein  	LOC100287851,100287851,NT_022184.15
75877435	75878774	-	best	SUPT4H1P,100190947,NT_022184.15
75889294	75938322	-	best	C2orf3,6936,NT_022184.15
76333159	76337172	-	protein  	LOC100129863,100129863,NT_022184.15
76484688	76486053	-	best	LOC647275,647275,NT_022184.15
76974849	77749502	-	best	LRRTM4,80059,NT_022184.15
77895593	77895663	+	best	TRNAP25P,100189482,NT_022184.15
78019877	78020221	+	best	RPL38P2,100129991,NT_022184.15
78182033	78182152	-	best	SNAR-H,100170221,NT_022184.15
78639910	78640220	-	best	CYCSP6,360159,NT_022184.15
79252826	79255631	+	best	REG3G,130120,NT_022184.15
79312149	79315150	-	best	REG1B,5968,NT_022184.15
79347584	79350545	+	best	REG1A,5967,NT_022184.15
79362629	79365553	-	best	REG1P,5969,NT_022184.15
79384133	79386879	-	best	REG3A,5068,NT_022184.15
79740126	80875905	+	best	CTNNA2,1496,NT_022184.15
80529003	80531487	-	best	LRRTM1,347730,NT_022184.15
81421301	81428307	-	protein  	LOC100287912,100287912,NT_022184.15
81645699	81651289	-	protein  	LOC100130209,100130209,NT_022184.15
81809822	81810843	+	mRNA identical N	LOC100289658,100289658,NT_022184.15
82836776	82837104	+	protein  	LOC100287985,100287985,NT_022184.15
83042857	83044658	+	protein  	LOC100288014,100288014,NT_022184.15
83045255	83046391	+	protein  	LOC100286883,100286883,NT_022184.15
83083927	83084893	+	best	LOC1720,1720,NT_022184.15
83822107	83822370	+	best	RPL37P10,100271015,NT_022184.15
84258277	84260624	+	best	LOC100124401,100124401,NT_022184.15
84517806	84519324	+	best	LOC388965,388965,NT_022184.15
84650652	84686586	-	best	SUCLG1,8802,NT_022184.15
84743579	85046713	+	best	DNAH6,1768,NT_022184.15
84861661	85005347	-	protein  	LOC100288044,100288044,NT_022184.15
84977851	84978385	+	best	DUXAP1,503630,NT_022184.15
85003113	85005443	-	best	LOC100190800,100190800,NT_022184.15
85048794	85108252	-	best	LOC129293,129293,NT_022184.15
85101651	85102252	+	best	RPL12P18,729760,NT_022184.15
85132763	85133799	+	best	TMSB10,9168,NT_022184.15
85142887	85143835	+	best	RPS2P17,400963,NT_022184.15
85198231	85286595	+	best	KCMF1,56888,NT_022184.15
85329508	85329824	-	mRNA  	LOC647302,647302,NT_022184.15
85360734	85537505	+	best	TCF7L1,83439,NT_022184.15
85541819	85543660	+	protein  	LOC647305,647305,NT_022184.15
85545146	85555374	-	best	TGOLN2,10618,NT_022184.15
85568398	85568961	-	protein  	LOC647307,647307,NT_022184.15
85569078	85581821	-	best	RETSAT,54884,NT_022184.15
85581843	85618875	+	best	ELMOD3,84173,NT_022184.15
85621871	85637676	-	best	CAPG,822,NT_022184.15
85661918	85664152	+	best	SH2D6,284948,NT_022184.15
85668940	85669197	-	best	RNU7-64P,100151662,NT_022184.15
85718048	85718903	-	best	RPSAP22,100270874,NT_022184.15
85764585	85766112	+	mRNA identical N	LOC100286944,100286944,NT_022184.15
85766288	85772403	+	best	MAT2A,4144,NT_022184.15
85776193	85788657	-	best	GGCX,2677,NT_022184.15
85804648	85809156	+	best	VAMP8,8673,NT_022184.15
85811531	85820511	+	best	VAMP5,10791,NT_022184.15
85822837	85824831	+	best	RNF181,51255,NT_022184.15
85825671	85829821	-	best	TMEM150,129303,NT_022184.15
85832376	85839179	-	best	C2orf68,388969,NT_022184.15
85843283	85876406	+	best	USP39,10713,NT_022184.15
85884440	85895312	-	best	SFTPB,6439,NT_022184.15
85908623	85914312	-	protein  	LOC100130649,100130649,NT_022184.15
85921414	85925875	+	best	GNLY,10578,NT_022184.15
85981022	86015189	+	best	ATOH8,84913,NT_022184.15
86066271	86116157	-	best	ST3GAL5,8869,NT_022184.15
86247339	86250991	-	best	LOC90784,90784,NT_022184.15
86253451	86333278	-	best	POLR1A,25885,NT_022184.15
86333305	86369280	+	best	PTCD3,55037,NT_022184.15
86362993	86363129	+	best	SNORD94,692225,NT_022184.15
86371055	86422893	-	best	IMMT,10989,NT_022184.15
86426556	86440477	+	best	MRPL35,51318,NT_022184.15
86441116	86564777	-	best	REEP1,65055,NT_022184.15
86668354	86719839	+	best	KDM3A,55818,NT_022184.15
86730553	86790600	-	best	VPS24,51652,NT_022184.15
86830516	86850978	-	best	RNF103,7844,NT_022184.15
86947414	87005164	+	best	RMND5A,64795,NT_022184.15
87011728	87018127	-	best	CD8A,925,NT_022184.15
87042460	87089038	-	best	CD8B,926,NT_022184.15
87052749	87055359	+	mRNA  	LOC400965,400965,NT_022184.15
87098454	87425407	+	mRNA  	LOC100286979,100286979,NT_022184.15
87140906	87241099	+	best	RGPD1,400966,NT_022184.15
87237587	87248969	-	best	PLGLB1,5343,NT_022184.15
87257798	87303536	-	best	LOC285074,285074,NT_022184.15
87339573	87339644	+	best	TRNAP28P,100189530,NT_022184.15
87448252	87450337	-	protein  	LOC100132498,100132498,NT_022184.15
87565634	87566264	+	protein identical N	LOC440871,440871,NT_022184.15
87579582	87585524	+	protein  	LOC100131408,100131408,NT_022184.15
87754974	87821037	+	best	NCRNA00152,112597,NT_022184.15
87864782	87867029	-	best	PAFAH1P1,7845,NT_022184.15
87954374	87954895	+	best	RPS14P5,100133255,NT_022184.15
87991040	88038768	+	mRNA identical N	LOC730268,730268,NT_022184.15
88047606	88058995	+	best	PLGLB2,5342,NT_022184.15
88056717	88093226	-	best	RGPD2,729857,NT_022184.15
88268128	88268493	+	protein  	LOC100287117,100287117,NT_022184.15
88272037	88273230	+	mRNA  	LOC729859,729859,NT_022184.15
88326724	88355248	-	best	KRCC1,51315,NT_022184.15
88367382	88412903	+	best	SMYD1,150572,NT_022184.15
88422510	88427578	-	best	FABP1,2168,NT_022184.15
88469835	88486146	+	best	THNSL2,55258,NT_022184.15
88664211	88664959	-	best	MRPL45P1,359747,NT_022184.15
88747726	88752053	-	best	FOXI3,344167,NT_022184.15
88824169	88829103	+	best	C2orf51,200523,NT_022184.15
88856259	88926994	-	best	EIF2AK3,9451,NT_022184.15
88991176	89050452	+	best	RPIA,22934,NT_022184.15
89065419	89106110	+	best	FLJ40330,645784,NT_022184.15
89111147	89127933	-	protein identical N	LOC100132330,100132330,NT_022184.15
89156874	89157196	-	best	IGKC,3514,NT_022184.15
89156874	89630436	-	best	IGK@,50802,NT_022184.15
89160080	89160117	-	best	IGKJ5,28946,NT_022184.15
89160398	89160435	-	best	IGKJ4,28947,NT_022184.15
89160733	89160770	-	best	IGKJ3,28948,NT_022184.15
89161037	89161075	-	best	IGKJ2,28949,NT_022184.15
89161398	89161435	-	best	IGKJ1,28950,NT_022184.15
89185088	89185669	+	best	IGKV4-1,28908,NT_022184.15
89196811	89197300	+	best	IGKV5-2,28907,NT_022184.15
89214596	89215194	-	best	IGKV7-3,28905,NT_022184.15
89231169	89231896	-	best	IGKV2-4,28929,NT_022184.15
89246819	89247294	-	best	IGKV1-5,28299,NT_022184.15
89265781	89266257	-	best	IGKV1-6,28943,NT_022184.15
89277987	89278503	-	best	IGKV3-7,28915,NT_022184.15
89291928	89292397	-	best	IGKV1-8,28942,NT_022184.15
89309479	89309954	-	best	IGKV1-9,28941,NT_022184.15
89319489	89320182	-	best	IGKV2-10,28928,NT_022184.15
89326668	89327181	-	best	IGKV3-11,28914,NT_022184.15
89339721	89340195	-	best	IGKV1-12,28940,NT_022184.15
89345487	89345963	-	best	IGKV1-13,28939,NT_022184.15
89377515	89378280	-	best	IGKV2-14,28927,NT_022184.15
89384673	89385186	-	best	IGKV3-15,28913,NT_022184.15
89399352	89399827	-	best	IGKV1-16,28938,NT_022184.15
89416833	89417308	-	best	IGKV1-17,28937,NT_022184.15
89428189	89428965	-	best	IGKV2-18,28926,NT_022184.15
89434464	89434730	-	best	IGKV2-19,28925,NT_022184.15
89442057	89442591	-	best	IGKV3-20,28912,NT_022184.15
89459235	89459786	-	best	IGKV6-21,28906,NT_022184.15
89470229	89470696	-	best	IGKV1-22,28936,NT_022184.15
89471812	89472527	-	best	IGKV2-23,28924,NT_022184.15
89475812	89476614	-	best	IGKV2-24,28923,NT_022184.15
89491979	89493756	-	best	IGKV3-25,28911,NT_022184.15
89495564	89496317	-	best	IGKV2-26,28922,NT_022184.15
89512908	89513382	-	best	IGKV1-27,28935,NT_022184.15
89521179	89521912	-	best	IGKV2-28,28921,NT_022184.15
89533666	89534392	-	best	IGKV2-29,28920,NT_022184.15
89544264	89545049	-	best	IGKV2-30,28919,NT_022184.15
89551684	89552221	-	best	IGKV3-31,28910,NT_022184.15
89553027	89553501	-	best	IGKV1-32,28934,NT_022184.15
89567758	89568232	-	best	IGKV1-33,28933,NT_022184.15
89575013	89575545	-	best	IGKV3-34,28909,NT_022184.15
89586453	89586927	-	best	IGKV1-35,28932,NT_022184.15
89594981	89595214	-	best	IGKV2-36,28918,NT_022184.15
89597021	89597495	-	best	IGKV1-37,28931,NT_022184.15
89609660	89609899	-	best	IGKV2-38,28917,NT_022184.15
89619383	89619857	-	best	IGKV1-39,28930,NT_022184.15
89629873	89630436	-	best	IGKV2-40,28916,NT_022184.15
89890568	89891301	+	best	IGKV2D-40,28878,NT_032994.6
89890568	90274235	-	best	IGK@,50802,NT_032994.6
89901315	89901789	+	best	IGKV1D-39,28893,NT_032994.6
89911273	89911512	+	best	IGKV2D-38,28879,NT_032994.6
89923550	89924024	+	best	IGKV1D-37,28894,NT_032994.6
89925831	89926064	+	best	IGKV2D-36,28880,NT_032994.6
89934124	89934598	+	best	IGKV1D-35,28895,NT_032994.6
89945569	89946101	+	best	IGKV3D-34,28871,NT_032994.6
89952881	89953355	+	best	IGKV1D-33,28896,NT_032994.6
89967232	89967706	+	best	IGKV1D-32,28897,NT_032994.6
89968512	89969049	+	best	IGKV3D-31,28872,NT_032994.6
89975704	89976489	+	best	IGKV2D-30,28881,NT_032994.6
89986352	89987081	+	best	IGKV2D-29,28882,NT_032994.6
89998825	89999557	+	best	IGKV2D-28,28883,NT_032994.6
90007679	90008154	+	best	IGKV1D-27,28898,NT_032994.6
90024762	90025514	+	best	IGKV2D-26,28884,NT_032994.6
90027310	90029068	+	best	IGKV3D-25,28873,NT_032994.6
90043637	90044439	+	best	IGKV2D-24,28885,NT_032994.6
90047721	90048726	+	best	IGKV2D-23,28886,NT_032994.6
90049551	90050018	+	best	IGKV1D-22,28899,NT_032994.6
90060444	90060995	+	best	IGKV6D-21,28870,NT_032994.6
90077777	90078311	+	best	IGKV3D-20,28874,NT_032994.6
90085638	90085904	+	best	IGKV2D-19,28887,NT_032994.6
90091428	90092204	+	best	IGKV2D-18,28888,NT_032994.6
90108530	90109082	+	best	IGKV6D-41,28869,NT_032994.6
90121658	90122133	+	best	IGKV1D-17,28900,NT_032994.6
90139105	90139580	+	best	IGKV1D-16,28901,NT_032994.6
90153745	90154258	+	best	IGKV3D-15,28875,NT_032994.6
90160639	90161404	+	best	IGKV2D-14,28889,NT_032994.6
90192948	90193424	+	best	IGKV1D-13,28902,NT_032994.6
90198716	90199190	+	best	IGKV1D-12,28903,NT_032994.6
90211740	90212253	+	best	IGKV3D-11,28876,NT_032994.6
90218731	90219496	+	best	IGKV2D-10,28890,NT_032994.6
90229065	90229531	+	best	IGKV1D-42,28892,NT_032994.6
90248920	90249395	+	best	IGKV1D-43,28891,NT_032994.6
90259774	90260248	+	best	IGKV1D-8,28904,NT_032994.6
90273704	90274235	+	best	IGKV3D-7,28877,NT_032994.6
90292233	90293473	+	protein  	LOC100287657,100287657,NT_032994.6
90411130	90414534	-	protein identical N	LOC100287688,100287688,NT_032994.6
90447482	90459040	+	mRNA identical N	LOC100287723,100287723,NT_032994.6
90518597	90519837	-	protein  	LOC100287753,100287753,NT_032994.6
91634600	91636392	-	protein  	LOC100289247,100289247,NT_034508.2
91646155	91679742	+	mRNA  	IGKV1OR15-118,339562,NT_034508.2
91741454	91747799	-	protein  	LOC100132182,100132182,NT_034508.2
91777536	91809450	+	mRNA  	LOC388996,388996,NT_034508.2
91824710	91847975	-	best	LOC654342,654342,NT_034508.2
91871911	91874157	-	best	DRD5P1,1817,NT_034508.2
91909572	91911768	-	mRNA  	FLJ37786,642691,NT_034508.2
91924722	91959554	+	mRNA  	LOC100289350,100289350,NT_034508.2
91963368	91970153	+	best	GGT8P,645367,NT_034508.2
91996926	92006299	+	protein identical N	LOC642838,642838,NT_034508.2
92028072	92031839	+	best	LOC642762,642762,NT_034508.2
92066164	92068229	+	protein  	LOC100128696,100128696,NT_034508.2
92070932	92119739	-	best	LOC389000,389000,NT_034508.2
92128767	92130592	+	best	LOC440888,440888,NT_034508.2
92222523	92231898	-	protein  	LOC391405,391405,NT_034508.2
95400395	95401687	-	protein  	LOC100130488,100130488,NT_022171.15
95402887	95403963	+	protein  	LOC205272,205272,NT_022171.15
95426673	95522820	-	best	ANKRD20B,729171,NT_022171.15
95454619	95454846	+	protein identical N	LOC100132883,100132883,NT_022171.15
95524519	95524937	+	protein  	LOC647633,647633,NT_022171.15
95537178	95538599	-	mRNA identical N	LOC100289554,100289554,NT_022171.15
95537232	95542568	+	best	TEKT4,150483,NT_022171.15
95578156	95578645	+	best	RPS24P6,100216339,NT_022171.15
95582300	95614060	-	protein  	LOC442028,442028,NT_022171.15
95689407	95691314	+	mRNA identical N	LOC100289586,100289586,NT_022171.15
95691153	95692215	-	mRNA  	LOC100131662,100131662,NT_022171.15
95691479	95719735	+	best	MAL,4118,NT_022171.15
95752952	95787754	-	best	MRPS5,64969,NT_022171.15
95813400	95825263	-	best	ZNF514,84874,NT_022171.15
95831183	95850062	+	best	ZNF2,7549,NT_022171.15
95851163	95858403	+	protein  	LOC100287523,100287523,NT_022171.15
95862243	95863132	-	best	SLC2AXP1,399496,NT_022171.15
95873564	95881351	+	mRNA identical N	LOC344065,344065,NT_022171.15
95940201	95957054	+	best	PROM2,150696,NT_022171.15
95963072	96051825	+	best	KCNIP3,30818,NT_022171.15
96068448	96078879	+	best	FAHD2A,51011,NT_022171.15
96116053	96135411	-	protein identical N	UBTFL5,728231,NT_022171.15
96142715	96150479	-	mRNA identical N	LOC653192,653192,NT_022171.15
96180575	96185860	+	protein  	LOC390233,390233,NT_022171.15
96190721	96192450	-	mRNA  	LOC643085,643085,NT_022171.15
96212226	96213421	+	best	OR7E102P,400984,NT_022171.15
96217194	96217265	-	best	TRNAE31P,100189459,NT_022171.15
96240649	96246517	+	protein  	LOC643126,643126,NT_022171.15
96257766	96265471	+	best	TRIM43,129868,NT_022171.15
96272821	96292179	+	protein identical N	UBTFL3,129870,NT_022171.15
96325872	96327488	-	mRNA identical N	LOC100287711,100287711,NT_022171.15
96455417	96465927	+	mRNA  	LOC643219,643219,NT_022171.15
96502518	96657607	-	mRNA identical N	LOC400986,400986,NT_022171.15
96676299	96688884	+	best	LOC729234,729234,NT_022171.15
96687694	96700727	-	best	LOC150763,150763,NT_022171.15
96778623	96781888	-	best	ADRA2B,151,NT_022171.15
96789589	96804175	-	best	ASTL,431705,NT_022171.15
96808905	96810296	+	mRNA identical N	LOC100288133,100288133,NT_022171.15
96808908	96811179	-	best	DUSP2,1844,NT_022171.15
96850597	96874573	-	best	STARD7,56910,NT_022171.15
96905977	96907701	+	best	LOC285033,285033,NT_022171.15
96916312	96931732	-	best	TMEM127,55654,NT_022171.15
96931884	96939917	+	best	CIAO1,9391,NT_022171.15
96940074	96971261	-	best	SNRNP200,23020,NT_022171.15
96991146	96994079	+	best	ITPRIPL1,150771,NT_022171.15
97001484	97041274	+	best	NCAPH,23397,NT_022171.15
97163383	97173846	-	best	NEURL3,93082,NT_022171.15
97166163	97171094	+	mRNA identical N	LOC100287739,100287739,NT_022171.15
97202464	97218371	+	best	ARID5A,10865,NT_022171.15
97258907	97304115	-	best	KIAA1310,55683,NT_022171.15
97308574	97370624	+	best	FER1L5,90342,NT_022171.15
97371666	97405813	-	best	LMAN2L,81562,NT_022171.15
97426639	97477628	+	best	CNNM4,26504,NT_022171.15
