Start	Stop	Strand	Evidence_code	GeneName,GeneID,Contig
43355302	43358111	-	best	MKRNP4,391033,NT_032977.9
43368903	43369583	+	protein  	LOC343515,343515,NT_032977.9
43391046	43424847	-	best	SLC2A1,6513,NT_032977.9
43613594	43622067	+	best	FAM183A,440585,NT_032977.9
43629855	43637931	-	best	EBNA1BP2,10969,NT_032977.9
43638026	43676549	+	best	WDR65,149465,NT_032977.9
43705872	43707974	-	mRNA  	LOC100131756,100131756,NT_032977.9
43736407	43739673	+	best	TMEM125,128218,NT_032977.9
43737940	43739675	-	mRNA identical N	LOC100288314,100288314,NT_032977.9
43747554	43751250	-	best	C1orf210,149466,NT_032977.9
43766664	43788779	+	best	TIE1,7075,NT_032977.9
43803475	43820135	+	best	MPL,4352,NT_032977.9
43824626	43828874	+	best	CDC20,991,NT_032977.9
43829072	43833699	-	best	ELOVL1,64834,NT_032977.9
43849588	43855483	-	best	MED8,112950,NT_032977.9
43855556	43872565	+	best	C1orf84,149469,NT_032977.9
43888797	43918304	+	best	KIAA0467,23334,NT_032977.9
43916829	43919918	-	best	HYI,81888,NT_032977.9
43996547	44089343	+	best	PTPRF,5792,NT_032977.9
44115797	44171189	+	best	KDM4A,9682,NT_032977.9
44173218	44396831	+	best	ST3GAL3,6487,NT_032977.9
44315093	44317616	-	best	SHMT1P,6471,NT_032977.9
44398992	44402912	+	best	ARTN,9048,NT_032977.9
44412643	44433425	+	best	IPO13,9670,NT_032977.9
44435653	44439043	+	best	DPH2,1802,NT_032977.9
44440602	44443972	+	best	ATP6V0B,533,NT_032977.9
44444866	44456840	+	best	B4GALT2,8704,NT_032977.9
44457280	44462200	+	best	CCDC24,149473,NT_032977.9
44462155	44497134	-	best	SLC6A9,6536,NT_032977.9
44568994	44570387	-	protein  	LOC644743,644743,NT_032977.9
44584522	44600812	+	best	KLF17,128209,NT_032977.9
44653604	44674933	-	protein  	LOC100130714,100130714,NT_032977.9
44679125	44686351	+	best	DMAP1,55929,NT_032977.9
44686742	44820939	-	best	ERI3,79033,NT_032977.9
44870960	45117396	+	best	RNF220,55182,NT_032977.9
44877945	45079962	-	mRNA identical N	LOC100287761,100287761,NT_032977.9
45119501	45140099	-	best	TMEM53,79639,NT_032977.9
45140394	45191263	+	best	C1orf228,339541,NT_032977.9
45187458	45187573	-	best	RNU5F,26828,NT_032977.9
45205490	45233439	+	best	KIF2C,11004,NT_032977.9
45241246	45244412	+	best	RPS8,6202,NT_032977.9
45241537	45241610	+	best	SNORD55,26811,NT_032977.9
45242164	45242261	+	best	SNORD46,94161,NT_032977.9
45243514	45243584	+	best	SNORD38A,94162,NT_032977.9
45244062	45244130	+	best	SNORD38B,94163,NT_032977.9
45245957	45246417	-	best	RPS15AP11,644790,NT_032977.9
45249257	45253426	-	best	BEST4,266675,NT_032977.9
45266036	45271667	+	best	PLK3,1263,NT_032977.9
45271580	45272957	-	best	TCTEX1D4,343521,NT_032977.9
45274154	45279801	+	best	LOC149478,149478,NT_032977.9
45288087	45308616	-	best	PTCH2,8643,NT_032977.9
45316450	45452282	-	best	EIF2B3,8891,NT_032977.9
45424229	45425067	+	protein  	LOC728887,728887,NT_032977.9
45453922	45454397	-	protein  	LOC128192,128192,NT_032977.9
45457349	45457925	-	best	MRPS17P1,359803,NT_032977.9
45468220	45477027	-	best	HECTD3,79654,NT_032977.9
45477830	45481341	+	best	UROD,7389,NT_032977.9
45482074	45672250	-	best	ZSWIM5,57643,NT_032977.9
45769582	45771291	+	best	LOC400752,400752,NT_032977.9
45769582	45771291	-	mRNA identical N	LOC100288481,100288481,NT_032977.9
45792545	45794347	+	best	HPDL,84842,NT_032977.9
45794914	45806142	-	best	MUTYH,4595,NT_032977.9
45805342	45809650	+	best	TOE1,114034,NT_032977.9
45809555	45956840	-	best	TESK2,10420,NT_032977.9
45960581	45965646	-	best	LOC126661,126661,NT_032977.9
45965856	45976739	+	best	MMACHC,25974,NT_032977.9
45976707	45987609	-	best	PRDX1,5052,NT_032977.9
45996599	45997811	+	protein  	LOC100128639,100128639,NT_032977.9
46016498	46035721	+	best	AKR1A1,10327,NT_032977.9
46049717	46084567	+	best	NASP,4678,NT_032977.9
46085716	46089729	-	best	CCDC17,149483,NT_032977.9
46092976	46152302	-	best	GPBP1L1,60313,NT_032977.9
46111444	46112357	-	best	RPS15AP10,728963,NT_032977.9
46116650	46117522	-	best	RPL7AP16,100270896,NT_032977.9
46153847	46160108	+	best	TMEM69,51249,NT_032977.9
46159996	46216485	-	best	IPP,3652,NT_032977.9
46233964	46251532	+	best	RPL6P1,440587,NT_032977.9
46269285	46501796	+	best	MAST2,23139,NT_032977.9
46311010	46313381	-	best	LOC100101407,100101407,NT_032977.9
46505812	46598708	-	best	PIK3R3,8503,NT_032977.9
46570290	46570847	+	protein identical N	LOC100133124,100133124,NT_032977.9
46646212	46651630	+	best	TSPAN1,10103,NT_032977.9
46654353	46685977	-	best	POMGNT1,55624,NT_032977.9
46669006	46686928	+	best	C1orf190,541468,NT_032977.9
46713367	46744145	+	best	RAD54L,8438,NT_032977.9
46744072	46769038	-	best	LRRC41,10489,NT_032977.9
46769380	46782448	+	best	UQCRH,7388,NT_032977.9
46806390	46830690	+	best	NSUN4,387338,NT_032977.9
46859939	46879520	+	best	FAAH,2166,NT_032977.9
46903225	46911301	+	mRNA identical N	LOC729041,729041,NT_032977.9
46972668	46979898	+	best	DMBX1,127343,NT_032977.9
47011316	47016887	-	best	KNCN,148930,NT_032977.9
47023090	47069966	-	best	MKNK1,8569,NT_032977.9
47073387	47082563	-	best	MOBKL2C,148932,NT_032977.9
47098409	47134099	-	best	ATPAF1,64756,NT_032977.9
47137500	47139253	+	best	C1orf223,374973,NT_032977.9
47140831	47184736	-	best	KIAA0494,9813,NT_032977.9
47188130	47208804	+	protein  	LOC100129898,100129898,NT_032977.9
47264670	47285021	+	best	CYP4B1,1580,NT_032977.9
47286166	47366124	+	protein  	LOC100132680,100132680,NT_032977.9
47323906	47366147	-	best	CYP4Z2P,163720,NT_032977.9
47394846	47407156	-	best	CYP4A11,1579,NT_032977.9
47489240	47516423	+	best	CYP4X1,260293,NT_032977.9
47533160	47583992	+	best	CYP4Z1,199974,NT_032977.9
47535126	47548225	-	protein  	LOC100132432,100132432,NT_032977.9
47603107	47614526	+	best	CYP4A22,284541,NT_032977.9
47649261	47655771	-	best	PDZK1IP1,10158,NT_032977.9
47681963	47695443	-	best	TAL1,6886,NT_032977.9
47715811	47779819	-	best	STIL,6491,NT_032977.9
47799469	47844511	+	best	CMPK1,51727,NT_032977.9
47881744	47883724	+	best	FOXE3,2301,NT_032977.9
47897805	47900313	-	best	MGC12982,84793,NT_032977.9
47901689	47906363	+	best	FOXD2,2306,NT_032977.9
47963534	47964053	-	best	RPL21P24,100270880,NT_032977.9
47986374	48016425	+	protein identical N	LOC100287946,100287946,NT_032977.9
48226979	48228507	-	protein identical N	LOC100287982,100287982,NT_032977.9
48231309	48462461	-	mRNA identical N	LOC388630,388630,NT_032977.9
48567387	48648100	-	best	SKINTL,391037,NT_032977.9
48688357	48714316	+	best	SLC5A9,200010,NT_032977.9
48727949	48728197	-	protein  	LOC100128922,100128922,NT_032977.9
48764278	48937845	-	best	SPATA6,54558,NT_032977.9
48790646	48791818	-	best	PPP1R8P,5512,NT_032977.9
48901376	48903575	+	best	LOC644462,644462,NT_032977.9
48962929	48963408	-	best	RPL21P25,100270881,NT_032977.9
48998527	50489626	-	best	AGBL4,84871,NT_032977.9
49193539	49242547	-	best	BEND5,79656,NT_032977.9
50513686	50667540	+	best	ELAVL4,1996,NT_032977.9
50791784	50792721	+	best	RPS2P11,343184,NT_032977.9
50864531	50865445	-	protein  	LOC100129919,100129919,NT_032977.9
50883225	50889141	-	best	DMRTA2,63950,NT_032977.9
50906935	51425936	-	best	FAF1,11124,NT_032977.9
51312141	51312514	+	best	MRPS6P2,359781,NT_032977.9
51426417	51434095	+	mRNA identical N	LOC100288672,100288672,NT_032977.9
51434367	51440309	+	best	CDKN2C,1031,NT_032977.9
51567906	51613754	+	best	C1orf185,284546,NT_032977.9
51623317	51624212	-	best	CFLP2,391039,NT_032977.9
51662965	51663125	+	protein  	LOC100128235,100128235,NT_032977.9
51701945	51739119	+	best	RNF11,26994,NT_032977.9
51716234	51717166	-	best	RPS2P8,440589,NT_032977.9
51752930	51810785	-	best	TTC39A,22996,NT_032977.9
51819935	51984995	-	best	EPS15,2060,NT_032977.9
52016895	52060671	-	protein  	LOC441884,441884,NT_032977.9
52082764	52254141	+	best	OSBPL9,114883,NT_032977.9
52254864	52344609	-	best	NRD1,4898,NT_032977.9
52384832	52456348	-	best	RAB3B,5865,NT_032977.9
52446145	52446492	+	best	RPS26P14,100270902,NT_032977.9
52485803	52521047	-	best	TXNDC12,51060,NT_032977.9
52497777	52499472	-	best	KTI12,112970,NT_032977.9
52498820	52499631	+	mRNA identical N	LOC100128489,100128489,NT_032977.9
52521857	52554090	+	best	BTF3L4,91408,NT_032977.9
52608046	52812358	+	best	ZFYVE9,9372,NT_032977.9
52625678	52626273	-	best	LOC100190934,100190934,NT_032977.9
52626715	52629154	-	best	LOC724060,724060,NT_032977.9
52655577	52655981	-	best	RPL9P12,100270825,NT_032977.9
52719239	52720067	+	best	ANAPC10P,729198,NT_032977.9
52816267	52831864	-	best	CC2D1B,200014,NT_032977.9
52834180	52835939	-	mRNA identical N	LOC729225,729225,NT_032977.9
52838501	52870131	-	best	ORC1L,4998,NT_032977.9
52870219	52883992	+	best	PRPF38A,84950,NT_032977.9
52888947	53018743	-	best	ZCCHC11,23318,NT_032977.9
53020450	53039493	+	protein  	LOC645311,645311,NT_032977.9
53068044	53074722	+	best	GPX7,2882,NT_032977.9
53099066	53122737	+	best	FAM159A,348378,NT_032977.9
53152514	53164038	-	best	C1orf163,65260,NT_032977.9
53174794	53175114	+	protein  	LOC100288149,100288149,NT_032977.9
53192131	53293014	+	best	ZYG11B,79699,NT_032977.9
53219999	53220049	+	best	RNU2-1,6066,NT_032977.9
53237825	53238346	-	best	RPS13P2,729236,NT_032977.9
53308408	53358629	+	mRNA identical N	ZYG11A,440590,NT_032977.9
53361904	53387446	-	best	ECHDC2,55268,NT_032977.9
53386028	53386438	+	mRNA  	LOC729255,729255,NT_032977.9
53390429	53392714	-	mRNA  	LOC100128507,100128507,NT_032977.9
53392948	53517282	+	best	SCP2,6342,NT_032977.9
53458282	53459425	-	mRNA identical N	LOC100133211,100133211,NT_032977.9
53527885	53551174	+	best	PODN,127435,NT_032977.9
53552855	53608289	-	best	SLC1A7,6512,NT_032977.9
53662101	53679869	+	best	CPT2,1376,NT_032977.9
53679771	53686289	-	best	C1orf123,54987,NT_032977.9
53692564	53704207	-	best	MAGOH,4116,NT_032977.9
53711212	53793821	-	best	LRP8,7804,NT_032977.9
53904043	53905693	-	best	FLJ40434,163742,NT_032977.9
53925072	53933158	+	best	DMRTB1,63948,NT_032977.9
53971906	54199877	-	best	GLIS1,148979,NT_032977.9
54233388	54304175	-	best	TMEM48,55706,NT_032977.9
54307218	54307507	+	best	RPL37P7,100270890,NT_032977.9
54317406	54355453	-	best	YIPF1,54432,NT_032977.9
54359861	54376759	+	best	DIO1,1733,NT_032977.9
54387234	54411288	-	best	HSPB11,51668,NT_032977.9
54412037	54433839	+	best	LRRC42,115353,NT_032977.9
54474506	54483803	-	best	LDLRAD1,388633,NT_032977.9
54497349	54519111	-	best	TMEM59,9528,NT_032977.9
54519274	54565416	+	best	C1orf83,127428,NT_032977.9
54604668	54619443	-	best	CDCP2,200008,NT_032977.9
54638009	54665746	-	best	CYB5RL,606495,NT_032977.9
54665840	54684056	+	best	MRPL37,51253,NT_032977.9
54692195	54872092	-	best	SSBP3,23648,NT_032977.9
54990059	54990887	+	best	TALDOP1,6889,NT_032977.9
55002469	55003431	+	protein  	LOC645436,645436,NT_032977.9
55013901	55100417	+	best	ACOT11,26027,NT_032977.9
55074850	55089200	-	best	FAM151A,338094,NT_032977.9
55107427	55175939	+	best	C1orf175,374977,NT_032977.9
55181529	55207981	+	best	TTC4,7268,NT_032977.9
55222571	55230187	-	best	PARS2,25973,NT_032977.9
55246752	55266941	-	best	TTC22,55001,NT_032977.9
55271736	55307937	+	best	C1orf177,163747,NT_032977.9
55315300	55352921	-	best	DHCR24,1718,NT_032977.9
55316929	55331353	+	mRNA identical N	LOC100288209,100288209,NT_032977.9
55423542	55423614	-	tRNAscan-SE external N	TRNAK-CUU,100126514,NT_032977.9
55446465	55457966	+	best	TMEM61,199964,NT_032977.9
55464617	55474465	+	best	BSND,7809,NT_032977.9
55505220	55530523	+	best	PCSK9,255738,NT_032977.9
55532032	55680762	-	best	USP24,23358,NT_032977.9
55688052	55689045	+	protein  	LOC645506,645506,NT_032977.9
55833138	55834447	+	best	GOT2L1,645538,NT_032977.9
55838381	55849472	-	protein  	LOC100288281,100288281,NT_032977.9
56673139	56674201	-	best	RPSAP20,127406,NT_032977.9
56714743	56719237	-	protein identical N	LOC100288320,100288320,NT_032977.9
56960433	57045257	-	best	PPAP2B,8613,NT_032977.9
56977751	57045659	+	mRNA identical N	LOC100288348,100288348,NT_032977.9
57004084	57004629	+	best	RPL21P23,100270879,NT_032977.9
57110990	57181008	+	best	PRKAA2,5563,NT_032977.9
57184477	57285369	-	best	C1orf168,199920,NT_032977.9
57320443	57383894	+	best	C8A,731,NT_032977.9
57394883	57431688	-	best	C8B,732,NT_032977.9
57463579	58716211	-	best	DAB1,1600,NT_032977.9
58071485	58071998	-	best	RPS20P5,100270899,NT_032977.9
58343974	58346412	+	mRNA identical N	LOC100288923,100288923,NT_032977.9
58513521	58515045	-	best	HNRNPA1L1,729423,NT_032977.9
58521716	58522174	-	best	RPS26P15,644928,NT_032977.9
58694077	58694673	-	best	VKORC1P2,414357,NT_032977.9
58946391	59012446	-	best	OMA1,115209,NT_032977.9
59041095	59043166	-	best	TACSTD2,4070,NT_032977.9
59095601	59097250	-	best	AK2P1,266920,NT_032977.9
59125590	59165747	-	best	MYSM1,114803,NT_032977.9
59246463	59249785	-	best	JUN,3725,NT_032977.9
59247439	59248986	+	mRNA identical N	LOC100288387,100288387,NT_032977.9
59250823	59365384	+	mRNA  	LOC100131060,100131060,NT_032977.9
59465348	59466166	+	protein  	LOC391044,391044,NT_032977.9
59597608	59612479	-	best	LOC729467,729467,NT_032977.9
59762625	60228402	+	best	FGGY,55277,NT_032977.9
60280533	60342050	+	best	HOOK1,51361,NT_032977.9
60358980	60392423	-	best	CYP2J2,1573,NT_032977.9
60456066	60539426	-	best	C1orf87,127795,NT_032977.9
61542946	61928460	+	best	NFIA,4774,NT_032977.9
62119865	62121190	+	best	MGC34796,414927,NT_032977.9
62146719	62191095	-	best	TM2D1,83941,NT_032977.9
62208149	62629592	+	best	INADL,10207,NT_032977.9
62654878	62655682	+	protein  	LOC100288454,100288454,NT_032977.9
62656164	62656643	+	best	RPS15AP7,100271142,NT_032977.9
62660496	62678000	+	best	L1TD1,54596,NT_032977.9
62701837	62785083	-	best	KANK4,163782,NT_032977.9
62901975	62917475	+	best	USP1,7398,NT_032977.9
62920397	63153969	-	best	DOCK7,85440,NT_032977.9
63063187	63071180	+	best	ANGPTL3,27329,NT_032977.9
63106788	63107364	-	best	RPL13AP9,100271137,NT_032977.9
63249803	63330050	+	best	ATG4C,84938,NT_032977.9
63788730	63790797	+	best	FOXD3,27022,NT_032977.9
63825460	63833824	-	protein  	LOC441887,441887,NT_032977.9
63833261	63904233	+	best	ALG6,29929,NT_032977.9
63906462	63988835	-	best	ITGB3BP,23421,NT_032977.9
63989013	64038364	+	best	EFCAB7,84455,NT_032977.9
64014651	64016307	+	best	DLEU2L,79469,NT_032977.9
64058947	64125916	+	best	PGM1,5236,NT_032977.9
64239690	64644707	+	best	ROR1,4919,NT_032977.9
64254312	64255005	-	best	RPL19P3,100131759,NT_032977.9
64308662	64309478	-	best	CFLP3,100131874,NT_032977.9
64669490	64710027	+	best	UBE2U,148581,NT_032977.9
64849982	64850241	-	best	RNU7-62P,100151657,NT_032977.9
64936476	65158741	+	best	CACHD1,57685,NT_032977.9
65210778	65298915	+	best	RAVER2,55225,NT_032977.9
65298906	65432187	-	best	JAK1,3716,NT_032977.9
65384125	65384368	+	protein  	LOC100130270,100130270,NT_032977.9
65448479	65451791	-	best	SLC2A3P2,391045,NT_032977.9
65514385	65533419	-	mRNA identical N	LOC100288548,100288548,NT_032977.9
65524117	65524191	-	external external N	MIR101-1,406893,NT_032977.9
65543083	65543814	-	protein  	LOC100129205,100129205,NT_032977.9
65557885	65558368	-	best	MRPS21P1,199900,NT_032977.9
65613232	65693177	+	best	AK3L1,205,NT_032977.9
65620133	65620421	+	best	RPS29P7,100128377,NT_032977.9
65713847	65721850	+	mRNA  	LOC645195,645195,NT_032977.9
65730430	65881552	+	best	DNAJC6,9829,NT_032977.9
65886318	66102822	+	best	LEPR,3953,NT_032977.9
65886319	65898264	+	best	LEPROT,54741,NT_032977.9
66258193	66840262	+	best	PDE4B,5142,NT_032977.9
66999825	67210768	+	best	SGIP1,84251,NT_032977.9
67218142	67244470	+	best	TCTEX1D1,200132,NT_032977.9
67263424	67266939	-	best	INSL5,10022,NT_032977.9
67278568	67390570	-	best	WDR78,79819,NT_032977.9
67390642	67454302	+	best	MIER1,57708,NT_032977.9
67469851	67519728	-	best	SLC35D1,23169,NT_032977.9
67557859	67594220	-	best	C1orf141,400757,NT_032977.9
67632169	67725662	+	best	IL23R,149233,NT_032977.9
67743735	67744462	+	protein  	LOC100130497,100130497,NT_032977.9
67773047	67862583	+	best	IL12RB2,3595,NT_032977.9
67873493	67896123	-	best	SERBP1,26135,NT_032977.9
68026806	68027130	+	protein  	LOC100288621,100288621,NT_032977.9
68108396	68126698	-	protein  	LOC100130196,100130196,NT_032977.9
68150883	68154019	+	best	GADD45A,1647,NT_032977.9
68167149	68299142	-	best	GNG12,55970,NT_032977.9
68238277	68238335	-	best	RNU7-80P,100151677,NT_032977.9
68509015	68509920	+	protein  	LOC100133029,100133029,NT_032977.9
68511645	68516460	-	best	DIRAS3,9077,NT_032977.9
68564151	68698253	-	best	GPR177,79971,NT_032977.9
68649201	68649293	-	external external N	MIR1262,100302145,NT_032977.9
68668176	68668658	+	protein identical N	LOC100289178,100289178,NT_032977.9
68708112	68708782	-	best	RPS7P4,149224,NT_032977.9
68748051	68748306	+	protein  	LOC100133210,100133210,NT_032977.9
68841005	68841345	-	protein  	LOC100130626,100130626,NT_032977.9
68894507	68915642	-	best	RPE65,6121,NT_032977.9
68939835	68962799	-	best	DEPDC1,55635,NT_032977.9
68979427	68980526	-	best	AF357533,171416,NT_032977.9
70072651	70073984	-	protein  	LOC100133218,100133218,NT_032977.9
70225858	70589171	+	best	LRRC7,57554,NT_032977.9
70385005	70386000	+	best	PIN1L,5301,NT_032977.9
70610497	70671275	-	best	LRRC40,55631,NT_032977.9
70671365	70717684	+	best	SFRS11,9295,NT_032977.9
70724685	70820417	-	best	ANKRD13C,81573,NT_032977.9
70820493	70833706	+	best	HHLA3,11147,NT_032977.9
70876955	70905253	+	best	CTH,1491,NT_032977.9
70996092	70998157	+	best	LOC391048,391048,NT_032977.9
71122804	71132322	-	protein  	LOC100131616,100131616,NT_032977.9
71318036	71513491	-	best	PTGER3,5733,NT_032977.9
71512189	71532867	+	mRNA  	LOC100132618,100132618,NT_032977.9
71528974	71546745	-	best	ZRANB2,9406,NT_032977.9
71533314	71533399	-	external external N	MIR186,406962,NT_032977.9
71868625	72748277	-	best	NEGR1,257194,NT_032977.9
72767128	72767554	+	best	RPL31P12,100270887,NT_032977.9
73444897	73445064	-	protein  	LOC100288863,100288863,NT_032977.9
73570462	73572167	+	best	KRT8P21,126811,NT_032977.9
74491699	74663871	-	best	LRRIQ3,127255,NT_032977.9
74663926	74673120	+	best	FPGT,8790,NT_032977.9
74663947	75010108	+	best	TNNI3K,51086,NT_032977.9
75033795	75139422	-	best	C1orf173,127254,NT_032977.9
75171170	75199092	-	best	CRYZ,1429,NT_032977.9
75198840	75231308	+	best	TYW3,127253,NT_032977.9
75594119	75627218	+	best	LHX8,431707,NT_032977.9
75667816	76076799	-	best	SLC44A5,204962,NT_032977.9
76047736	76048357	+	best	RPL29P5,646417,NT_032977.9
76190043	76229355	+	best	ACADM,34,NT_032977.9
76207691	76210467	-	best	DLSTP,1744,NT_032977.9
76251886	76260764	+	best	RABGGTB,5876,NT_032977.9
76252757	76252834	+	best	SNORD45C,692085,NT_032977.9
76253574	76253657	+	best	SNORD45A,26805,NT_032977.9
76255162	76255232	+	best	SNORD45B,26804,NT_032977.9
76262630	76378923	+	best	MSH4,4438,NT_032977.9
76384558	76398116	-	best	ASB17,127247,NT_032977.9
76540404	77096632	+	best	ST6GALNAC3,256435,NT_032977.9
77165449	77166665	+	best	RCTPI1,729708,NT_032977.9
77333186	77529737	+	best	ST6GALNAC5,81849,NT_032977.9
77533611	77544260	+	mRNA identical N	LOC256483,256483,NT_032977.9
77554666	77685132	-	best	PIGK,10026,NT_032977.9
77594759	77595389	+	best	RPL17P6,645441,NT_032977.9
77747742	78025654	+	best	AK5,26289,NT_032977.9
77886011	77886069	+	best	RNU7-8P,100147756,NT_032977.9
78030190	78148343	-	best	ZZZ3,26009,NT_032977.9
78161672	78225537	-	best	USP33,23032,NT_032977.9
78239550	78240546	-	protein  	LOC100131291,100131291,NT_032977.9
78245309	78344077	+	best	FAM73A,374986,NT_032977.9
78347033	78355218	-	mRNA  	C1orf118,374987,NT_032977.9
78354200	78409580	+	best	NEXN,91624,NT_032977.9
78413591	78444777	-	best	FUBP1,8880,NT_032977.9
78444781	78463008	-	mRNA identical N	LOC100288957,100288957,NT_032977.9
78470636	78482998	+	best	DNAJB4,11080,NT_032977.9
78509061	78511670	-	protein  	LOC100131495,100131495,NT_032977.9
78511589	78603112	+	best	GIPC2,54810,NT_032977.9
78636093	78636880	-	protein  	LOC100132264,100132264,NT_032977.9
78695306	78835149	+	best	MGC27382,149047,NT_032977.9
78956728	79006386	+	best	PTGFR,5737,NT_032977.9
79086088	79111830	+	best	IFI44L,10964,NT_032977.9
79115477	79129763	+	best	IFI44,10561,NT_032977.9
79131956	79132382	+	best	RPL23P3,100130630,NT_032977.9
79210408	79216344	+	protein  	LOC652549,652549,NT_032977.9
79355449	79472495	-	best	ELTD1,64123,NT_032977.9
79520630	79551669	-	protein  	LOC729779,729779,NT_032977.9
79986754	79988152	+	best	ADH5P2,343296,NT_032977.9
80555862	80558256	-	best	LOC553139,553139,NT_032977.9
80749037	80749657	+	protein  	LOC646526,646526,NT_032977.9
80916767	80918530	-	protein  	LOC100129325,100129325,NT_032977.9
80961574	80962109	+	best	COX6A1P,1338,NT_032977.9
81563880	81564711	-	best	RPL7P10,646538,NT_032977.9
81674220	81674934	+	best	RPL10AP4,343301,NT_032977.9
81892142	81893297	+	mRNA  	LOC729817,729817,NT_032977.9
81967270	81971426	+	best	LOC646555,646555,NT_032977.9
82022802	82024806	-	protein  	LOC646556,646556,NT_032977.9
82061788	82062311	-	best	RPS20P7,100270901,NT_032977.9
82155285	82188767	+	protein  	LOC729828,729828,NT_032977.9
82266082	82458107	+	best	LPHN2,23266,NT_032977.9
84335057	84464833	-	best	TTLL7,79739,NT_032977.9
84543745	84704181	+	best	PRKACB,5567,NT_032977.9
84710017	84710495	+	mRNA  	LOC100128775,100128775,NT_032977.9
84764049	84816481	+	best	SAMD13,148418,NT_032977.9
84830641	84863576	-	best	UOX,391051,NT_032977.9
84864215	84880691	+	best	DNASE2B,58511,NT_032977.9
84944920	84964033	+	best	BXDC5,80135,NT_032977.9
84964006	84972262	-	best	GNG5,2787,NT_032977.9
84971974	85031875	+	best	SPATA1,64173,NT_032977.9
85018804	85040163	-	best	CTBS,1486,NT_032977.9
85101841	85102782	-	protein  	LOC100289225,100289225,NT_032977.9
85109596	85156180	-	best	SSX2IP,117178,NT_032977.9
85279086	85358896	-	best	LPAR3,23566,NT_032977.9
85391266	85462796	-	best	MCOLN2,255231,NT_032977.9
85483765	85514169	-	best	MCOLN3,55283,NT_032977.9
85527993	85598821	+	best	WDR63,126820,NT_032977.9
85623356	85666728	-	best	SYDE2,84144,NT_032977.9
85715636	85725355	-	best	C1orf52,148423,NT_032977.9
85731459	85743583	-	best	BCL10,8915,NT_032977.9
85742123	85743771	+	mRNA identical N	LOC646626,646626,NT_032977.9
85784168	86044046	-	best	DDAH1,23576,NT_032977.9
85824449	85930842	+	mRNA identical N	LOC100288581,100288581,NT_032977.9
86046382	86047260	-	mRNA identical N	LOC100289301,100289301,NT_032977.9
86046444	86049650	+	best	CYR61,3491,NT_032977.9
86047677	86048576	-	mRNA identical N	LOC100288614,100288614,NT_032977.9
86118491	86174101	-	best	ZNHIT6,54680,NT_032977.9
86194916	86622121	-	best	COL24A1,255631,NT_032977.9
86814420	86862003	-	best	ODF2L,57489,NT_032977.9
86889769	86922241	+	best	CLCA2,9635,NT_032977.9
86934526	86965977	+	best	CLCA1,1179,NT_032977.9
87012759	87046437	+	best	CLCA4,22802,NT_032977.9
87016999	87019246	-	best	LOC100129348,100129348,NT_032977.9
87099959	87121059	+	best	CLCA3P,9629,NT_032977.9
87170257	87213867	+	best	SH3GLB1,51100,NT_032977.9
87250561	87251191	+	best	RPL17P5,388132,NT_032977.9
87328128	87380107	-	best	SEP15,9403,NT_032977.9
87380335	87575681	+	best	HS2ST1,9653,NT_032977.9
87595448	87634887	+	best	LOC339524,339524,NT_032977.9
87794151	87814606	+	best	LMO4,8543,NT_032977.9
89043528	89043934	+	best	RPL36AP10,100271140,NT_032977.9
89149922	89301938	+	best	PKN2,5586,NT_032977.9
89318321	89357301	-	best	GTF2B,2959,NT_032977.9
89357267	89389713	+	protein  	LOC100130455,100130455,NT_032977.9
89401456	89458516	-	best	CCBL2,56267,NT_032977.9
89472360	89488549	-	best	GBP3,2635,NT_032977.9
89517987	89531043	-	best	GBP1,2633,NT_032977.9
89524571	89525960	+	mRNA identical N	LOC100288649,100288649,NT_032977.9
89568802	89570637	-	best	LOC284672,284672,NT_032977.9
89573310	89591799	-	best	GBP2,2634,NT_032977.9
89597434	89641723	-	best	GBP7,388646,NT_032977.9
89646831	89664633	-	best	GBP4,115361,NT_032977.9
89724633	89738544	-	best	GBP5,115362,NT_032977.9
89754941	89756020	-	mRNA  	LOC729930,729930,NT_032977.9
89829436	89853719	+	best	GBP6,163351,NT_032977.9
89859526	89860225	+	protein  	LOC391053,391053,NT_032977.9
89873238	89890493	+	best	LOC400759,400759,NT_032977.9
89990397	90063420	+	best	LRRC8B,23507,NT_032977.9
90098644	90185094	+	best	LRRC8C,84230,NT_032977.9
90286573	90401991	+	best	LRRC8D,55144,NT_032977.9
90458824	90460525	-	best	LOC492303,492303,NT_032977.9
90460678	90494094	+	best	ZNF326,284695,NT_032977.9
91177579	91182794	-	best	BARHL2,343472,NT_032977.9
91358412	91359583	-	best	PHKA1P1,646780,NT_032977.9
91380855	91487671	-	best	ZNF644,84146,NT_032977.9
91489432	91490424	+	best	RPL5P6,646784,NT_032977.9
91726323	91870426	-	best	HFM1,164045,NT_032977.9
91793799	91795820	+	best	LOC645931,645931,NT_032977.9
91966404	91991321	+	best	CDC7,8317,NT_032977.9
91998056	92001411	-	best	WDR82P2,441891,NT_032977.9
92065669	92066061	+	best	RPL39P13,100130802,NT_032977.9
92100568	92109335	+	best	HSP90B3P,343477,NT_032977.9
92145900	92351787	-	best	TGFBR3,7049,NT_032977.9
92327029	92352647	+	mRNA identical N	LOC100289437,100289437,NT_032977.9
92414928	92479985	+	best	BRDT,676,NT_032977.9
92495533	92529093	+	best	EPHX4,253152,NT_032977.9
92531788	92537630	+	protein  	LOC100128094,100128094,NT_032977.9
